time,precipIntensity,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,cloudCover
2018-01-01 00:00:00,0.0,22.44,22.73,18.1,0.77,,0.0,0.19
2018-01-01 01:00:00,0.0,21.88,22.15,17.75,0.77,,0.0,
2018-01-01 02:00:00,0.0,21.33,21.63,17.94,0.81,,0.0,
2018-01-01 03:00:00,0.0,20.77,21.07,17.75,0.83,,0.0,
2018-01-01 04:00:00,0.0,19.11,19.33,16.79,0.86,,0.0,
2018-01-01 05:00:00,0.0,21.63,21.8,16.91,0.75,,0.0,
2018-01-01 06:00:00,0.0,20.23,20.44,17.01,0.82,1014.9,3.85,0.38
2018-01-01 07:00:00,0.0,21.19,21.37,16.91,0.77,,0.0,0.19
2018-01-01 08:00:00,0.0,24.0,24.24,17.83,0.68,,3.93,0.19
2018-01-01 09:00:00,0.0,25.14,25.36,17.63,0.63,1016.29,9.4,0.38
2018-01-01 10:00:00,0.0,26.54,27.37,17.32,0.57,,9.74,
2018-01-01 11:00:00,0.0,27.38,28.28,17.95,0.56,,8.3,0.19
2018-01-01 12:00:00,0.0,28.83,29.56,17.67,0.51,1015.52,7.52,0.32
2018-01-01 13:00:00,0.0,29.06,29.81,17.76,0.51,,1.79,0.19
2018-01-01 14:00:00,0.0,29.74,30.61,18.06,0.5,,0.79,0.44
2018-01-01 15:00:00,0.0,29.47,30.2,17.74,0.49,,1.21,0.57
2018-01-01 16:00:00,0.0,29.58,30.21,17.51,0.48,,2.49,0.44
2018-01-01 17:00:00,0.0,28.47,29.24,17.72,0.52,,3.38,0.44
2018-01-01 18:00:00,0.0,26.81,27.61,17.4,0.56,1012.8,2.53,0.57
2018-01-01 19:00:00,0.0,25.41,25.59,17.36,0.61,,4.75,0.44
2018-01-01 20:00:00,0.0,24.86,25.04,17.36,0.63,,4.47,0.19
2018-01-01 21:00:00,0.0,24.0,24.16,17.02,0.65,1014.99,2.72,0.5
2018-01-01 22:00:00,0.0,23.56,23.72,17.15,0.67,,1.54,
2018-01-01 23:00:00,0.0,22.77,22.95,17.17,0.71,,0.0,
2018-01-02 00:00:00,0.0,21.28,21.43,16.76,0.75,1014.8,1.11,0.13
2018-01-02 01:00:00,0.0,22.64,22.8,16.99,0.7,,0.0,
2018-01-02 02:00:00,0.0,22.25,22.41,16.99,0.72,,0.0,
2018-01-02 03:00:00,0.0,21.63,21.81,17.02,0.75,,0.0,
2018-01-02 04:00:00,0.0,21.69,21.86,16.97,0.75,,0.0,
2018-01-02 05:00:00,0.0,21.69,21.83,16.7,0.73,,0.0,
2018-01-02 06:00:00,0.0,21.43,21.58,16.75,0.75,1014.29,4.41,0.88
2018-01-02 07:00:00,0.0,22.04,22.12,16.18,0.69,,3.38,
2018-01-02 08:00:00,0.0,23.44,23.56,16.63,0.66,,9.87,
2018-01-02 09:00:00,0.0,24.42,24.48,16.05,0.6,1014.61,9.67,0.88
2018-01-02 10:00:00,0.0,25.97,26.03,15.98,0.54,,12.52,
2018-01-02 11:00:00,0.0,27.37,27.7,15.69,0.49,,12.81,
2018-01-02 12:00:00,0.0,28.68,28.85,15.98,0.46,1014.9,9.72,0.63
2018-01-02 13:00:00,0.0,29.61,29.86,16.49,0.45,,8.38,
2018-01-02 14:00:00,0.0,29.88,29.88,15.74,0.43,,10.78,
2018-01-02 15:00:00,0.0,29.47,29.82,16.78,0.46,,3.67,0.19
2018-01-02 16:00:00,0.0,29.32,30.07,17.78,0.5,,2.86,0.19
2018-01-02 17:00:00,0.0,27.07,27.99,17.96,0.58,,3.51,0.19
2018-01-02 18:00:00,0.0,25.41,25.66,18.0,0.64,,4.81,0.19
2018-01-02 19:00:00,0.0,24.08,24.27,17.42,0.66,,6.94,0.19
2018-01-02 20:00:00,0.0,23.44,23.63,17.29,0.68,,3.06,0.19
2018-01-02 21:00:00,0.0,22.77,22.94,17.12,0.71,1014.2,0.76,0.75
2018-01-02 22:00:00,0.0,22.9,23.05,16.94,0.69,,2.95,
2018-01-02 23:00:00,0.0,21.52,21.64,16.54,0.73,,4.89,
2018-01-03 00:00:00,0.0,21.49,21.58,16.25,0.72,1013.5,4.1,0.5
2018-01-03 01:00:00,0.0,21.13,21.26,16.47,0.75,,3.48,
2018-01-03 02:00:00,0.0,19.67,19.75,15.94,0.79,,4.28,
2018-01-03 03:00:00,0.0,20.34,20.46,16.3,0.78,,9.16,
2018-01-03 04:00:00,0.0,19.99,20.12,16.31,0.79,,5.17,
2018-01-03 05:00:00,0.0,19.64,19.78,16.31,0.81,,0.0,
2018-01-03 06:00:00,0.0,19.11,19.23,16.11,0.83,1012.8,11.18,1.0
2018-01-03 07:00:00,0.0,19.63,19.74,16.11,0.8,,7.11,
2018-01-03 08:00:00,0.0,22.44,22.6,16.99,0.71,,8.34,
2018-01-03 09:00:00,0.0,24.66,24.81,16.98,0.62,1014.99,11.88,0.75
2018-01-03 10:00:00,0.0,26.89,27.82,17.96,0.58,,12.71,
2018-01-03 11:00:00,0.0,26.32,26.58,17.98,0.6,,14.65,
2018-01-03 12:00:00,0.0,27.22,28.06,17.69,0.56,1014.29,15.18,0.19
2018-01-03 13:00:00,0.0,28.24,29.19,18.21,0.55,,20.54,0.19
2018-01-03 14:00:00,0.0,29.24,30.07,17.97,0.51,,21.07,0.19
2018-01-03 15:00:00,0.0,28.24,29.93,19.98,0.61,,2.69,0.44
2018-01-03 16:00:00,0.0,28.24,29.11,17.98,0.54,,5.95,0.19
2018-01-03 17:00:00,0.0,25.64,25.9,17.98,0.63,,0.0,0.19
2018-01-03 18:00:00,0.0,24.23,24.27,15.99,0.6,1013.59,19.38,0.38
2018-01-03 19:00:00,0.0,22.61,22.61,15.37,0.64,,7.81,
2018-01-03 20:00:00,0.0,22.38,22.38,15.02,0.63,,10.78,
2018-01-03 21:00:00,0.0,22.04,22.04,14.84,0.64,1014.99,9.51,0.25
2018-01-03 22:00:00,0.0,21.67,21.67,14.97,0.66,,5.73,
2018-01-03 23:00:00,0.0,21.34,21.34,15.06,0.67,,6.28,
2018-01-04 00:00:00,0.0,21.23,21.23,14.72,0.66,1013.41,2.96,
2018-01-04 01:00:00,0.0,21.33,21.33,14.99,0.67,,0.0,
2018-01-04 02:00:00,0.0,21.33,21.33,14.88,0.67,,1.05,
2018-01-04 03:00:00,0.0,21.13,21.13,14.78,0.67,,0.0,
2018-01-04 04:00:00,0.0,21.13,21.13,14.35,0.65,,0.0,
2018-01-04 05:00:00,0.0,21.13,21.13,14.35,0.65,,4.2,
2018-01-04 06:00:00,0.0,20.64,20.64,14.06,0.66,1014.51,2.3,
2018-01-04 07:00:00,0.0,20.97,20.97,14.27,0.66,,4.26,
2018-01-04 08:00:00,0.0,21.28,21.28,14.29,0.64,,3.73,
2018-01-04 09:00:00,0.0,21.71,21.71,14.36,0.63,1015.52,9.83,
2018-01-04 10:00:00,0.0,23.16,23.16,14.64,0.59,,6.45,
2018-01-04 11:00:00,0.0,24.77,24.77,15.01,0.55,,10.62,
2018-01-04 12:00:00,0.0,25.3,25.3,15.04,0.53,1014.61,6.78,
2018-01-04 13:00:00,0.0,26.17,26.17,14.68,0.49,,6.08,
2018-01-04 14:00:00,0.0,26.61,26.61,14.91,0.49,,8.05,
2018-01-04 15:00:00,0.0,27.23,27.41,14.7,0.46,,8.5,0.5
2018-01-04 16:00:00,0.0,28.24,28.24,13.98,0.42,,14.53,
2018-01-04 17:00:00,0.0,26.25,26.29,15.62,0.52,,8.95,
2018-01-04 18:00:00,0.0,25.98,26.09,16.38,0.56,,2.86,
2018-01-04 19:00:00,0.0,24.39,24.5,16.61,0.62,,2.83,
2018-01-04 20:00:00,0.0,23.18,23.25,16.24,0.65,,6.44,
2018-01-04 21:00:00,0.0,22.04,22.04,15.26,0.65,,4.46,
2018-01-04 22:00:00,0.0,21.52,21.52,14.99,0.66,,4.47,
2018-01-04 23:00:00,0.0,20.96,20.96,14.99,0.69,,7.63,
2018-01-05 00:00:00,0.0,21.33,21.33,14.65,0.66,,4.38,
2018-01-05 01:00:00,0.0,20.77,20.77,14.68,0.68,,0.0,
2018-01-05 02:00:00,0.0,20.77,20.77,14.78,0.69,,3.85,
2018-01-05 03:00:00,0.0,21.33,21.33,14.57,0.65,,3.52,
2018-01-05 04:00:00,0.0,20.02,20.02,14.26,0.69,,0.0,
2018-01-05 05:00:00,0.0,20.63,20.63,14.04,0.66,,0.0,
2018-01-05 06:00:00,0.0,19.89,19.89,14.64,0.72,,2.27,
2018-01-05 07:00:00,0.0,18.93,18.93,14.64,0.76,,4.54,
2018-01-05 08:00:00,0.0,21.78,21.78,14.97,0.65,,3.36,
2018-01-05 09:00:00,0.0,24.09,24.09,15.34,0.58,,2.99,
2018-01-05 10:00:00,0.0,24.83,24.84,15.59,0.57,,13.24,
2018-01-05 11:00:00,0.0,25.98,26.0,15.52,0.53,,10.83,
2018-01-05 12:00:00,0.0,27.23,27.64,15.89,0.5,1016.09,8.4,0.75
2018-01-05 13:00:00,0.0,28.29,28.6,16.25,0.48,,6.87,
2018-01-05 14:00:00,0.0,28.83,28.91,15.7,0.45,,9.29,
2018-01-05 15:00:00,0.0,28.56,28.62,15.49,0.45,,6.49,0.19
2018-01-05 16:00:00,0.0,27.07,27.53,15.97,0.51,,0.77,
2018-01-05 17:00:00,0.0,25.7,25.78,16.12,0.56,,1.69,
2018-01-05 18:00:00,0.0,23.48,23.48,15.56,0.61,,2.53,
2018-01-05 19:00:00,0.0,22.63,22.63,15.02,0.62,,8.47,
2018-01-05 20:00:00,0.0,21.78,21.78,14.68,0.64,,11.35,
2018-01-05 21:00:00,0.0,21.23,21.23,14.5,0.66,,8.1,
2018-01-05 22:00:00,0.0,21.07,21.07,14.29,0.65,,6.81,
2018-01-05 23:00:00,0.0,20.41,20.41,14.35,0.68,,6.31,
2018-01-06 00:00:00,0.0,20.12,20.12,14.17,0.69,,3.93,
2018-01-06 01:00:00,0.0,20.22,20.22,13.72,0.66,,0.0,
2018-01-06 02:00:00,0.0,19.67,19.67,13.29,0.67,,0.6,
2018-01-06 03:00:00,0.0,19.67,19.67,12.99,0.65,,0.0,
2018-01-06 04:00:00,0.0,20.22,20.22,12.15,0.6,,0.0,
2018-01-06 05:00:00,0.0,19.63,19.63,11.99,0.61,,0.0,
2018-01-06 06:00:00,0.0,18.77,18.77,12.1,0.65,1016.5,4.47,
2018-01-06 07:00:00,0.0,19.01,19.01,12.28,0.65,,7.35,
2018-01-06 08:00:00,0.0,20.92,20.92,13.0,0.61,,10.53,
2018-01-06 09:00:00,0.0,22.7,22.7,13.5,0.56,1017.71,13.29,
2018-01-06 10:00:00,0.0,23.77,23.77,13.59,0.53,,12.94,
2018-01-06 11:00:00,0.0,25.67,25.67,13.97,0.48,,14.11,
2018-01-06 12:00:00,0.0,26.72,26.72,14.0,0.46,1016.09,11.39,
2018-01-06 13:00:00,0.0,27.5,27.5,14.0,0.44,,10.44,
2018-01-06 14:00:00,0.0,27.76,27.76,13.58,0.42,,12.18,
2018-01-06 15:00:00,0.0,28.03,28.03,13.24,0.4,,12.89,
2018-01-06 16:00:00,0.0,27.23,27.23,13.37,0.43,,9.09,
2018-01-06 17:00:00,0.0,25.92,25.92,13.55,0.46,,9.45,
2018-01-06 18:00:00,0.0,23.28,23.28,12.64,0.51,1014.9,9.38,
2018-01-06 19:00:00,0.0,22.24,22.24,12.83,0.55,,8.01,
2018-01-06 20:00:00,0.0,21.19,21.19,13.01,0.6,,9.56,
2018-01-06 21:00:00,0.0,20.4,20.4,12.91,0.62,1017.2,5.73,
2018-01-06 22:00:00,0.0,20.12,20.12,12.29,0.61,,3.23,
2018-01-06 23:00:00,0.0,19.56,19.56,11.71,0.6,,7.72,
2018-01-07 00:00:00,0.0,19.82,19.82,12.1,0.61,,9.99,
2018-01-07 01:00:00,0.0,20.22,20.22,12.84,0.63,,0.0,
2018-01-07 02:00:00,0.0,19.67,19.67,12.31,0.63,,0.0,
2018-01-07 03:00:00,0.0,19.67,19.67,12.53,0.63,,0.0,
2018-01-07 04:00:00,0.0,18.92,18.92,12.54,0.67,,0.0,
2018-01-07 05:00:00,0.0,19.47,19.47,12.85,0.66,,0.0,
2018-01-07 06:00:00,0.0,18.21,18.21,12.99,0.72,1015.92,6.08,
2018-01-07 07:00:00,0.0,18.82,18.82,13.25,0.7,,7.05,
2018-01-07 08:00:00,0.0,20.67,20.67,13.45,0.63,,6.68,
2018-01-07 09:00:00,0.0,22.61,22.61,14.03,0.58,1017.2,9.99,
2018-01-07 10:00:00,0.0,24.0,24.0,14.03,0.54,,9.41,
2018-01-07 11:00:00,0.0,25.14,25.14,14.19,0.51,,10.17,
2018-01-07 12:00:00,0.0,26.72,27.07,14.87,0.48,1015.72,15.98,
2018-01-07 13:00:00,0.0,27.09,27.32,14.81,0.47,,12.99,
2018-01-07 14:00:00,0.0,28.56,28.69,15.75,0.46,,10.7,
2018-01-07 15:00:00,0.0,28.81,28.89,15.7,0.45,,9.41,0.13
2018-01-07 16:00:00,0.0,27.37,28.04,17.12,0.54,,6.9,
2018-01-07 17:00:00,0.0,25.97,26.14,17.15,0.58,,3.38,
2018-01-07 18:00:00,0.0,24.29,24.38,16.35,0.61,1013.59,1.27,0.13
2018-01-07 19:00:00,0.0,22.51,22.51,15.14,0.63,,1.4,
2018-01-07 20:00:00,0.0,21.46,21.46,14.91,0.66,,0.0,
2018-01-07 21:00:00,0.0,20.96,20.96,14.86,0.68,1014.61,1.88,
2018-01-07 22:00:00,0.0,20.14,20.14,14.77,0.71,,6.55,
2018-01-07 23:00:00,0.0,19.61,19.61,14.45,0.72,,3.28,
2018-01-08 00:00:00,0.0,19.47,19.47,14.31,0.72,,0.0,
2018-01-08 01:00:00,0.0,18.36,18.36,13.99,0.76,,0.0,
2018-01-08 02:00:00,0.0,17.8,17.8,13.74,0.77,,0.0,
2018-01-08 03:00:00,0.0,17.24,17.24,13.57,0.79,,0.0,
2018-01-08 04:00:00,0.0,17.24,17.24,13.76,0.8,,0.0,
2018-01-08 05:00:00,0.0,16.68,16.68,13.0,0.79,,0.0,
2018-01-08 06:00:00,0.0,16.68,16.68,13.0,0.79,,0.0,
2018-01-08 07:00:00,0.0,15.64,15.64,13.04,0.85,,0.0,
2018-01-08 08:00:00,0.0,17.75,17.75,12.99,0.74,,7.89,
2018-01-08 09:00:00,0.0,19.26,19.26,13.64,0.7,,7.48,0.13
2018-01-08 10:00:00,0.0,21.86,21.86,14.38,0.63,,0.0,
2018-01-08 11:00:00,0.0,24.33,24.33,14.91,0.56,,1.82,
2018-01-08 12:00:00,0.0,26.3,26.3,15.07,0.5,1013.8,1.22,0.13
2018-01-08 13:00:00,0.0,28.67,29.1,16.78,0.49,,3.38,0.19
2018-01-08 14:00:00,0.0,29.72,30.03,16.69,0.46,,2.98,0.19
2018-01-08 15:00:00,0.0,28.43,28.43,14.46,0.43,,4.14,0.19
2018-01-08 16:00:00,0.0,29.43,29.77,16.72,0.46,,5.13,
2018-01-08 17:00:00,0.0,27.76,29.54,20.36,0.64,,4.1,
2018-01-08 18:00:00,0.0,25.41,25.91,20.26,0.73,,2.38,
2018-01-08 19:00:00,0.0,24.17,24.64,19.82,0.77,,1.09,
2018-01-08 20:00:00,0.0,19.94,20.23,17.49,0.86,,0.43,
2018-01-08 21:00:00,0.0,18.64,18.97,17.36,0.92,,0.0,
2018-01-08 22:00:00,0.0,18.77,19.11,17.4,0.92,,1.64,
2018-01-08 23:00:00,0.0,20.43,20.92,19.0,0.92,,1.61,
2018-01-09 00:00:00,0.0,21.72,22.29,20.0,0.9,1013.09,1.32,
2018-01-09 01:00:00,0.0,18.64,19.17,18.6,1.0,,0.0,
2018-01-09 02:00:00,0.0,20.22,20.22,14.56,0.7,,1.5,
2018-01-09 03:00:00,0.0,21.13,21.14,15.55,0.7,,0.29,
2018-01-09 04:00:00,0.0,21.13,21.13,14.95,0.68,,0.0,
2018-01-09 05:00:00,0.0,21.33,21.33,14.13,0.64,,0.0,
2018-01-09 06:00:00,0.0,20.63,20.63,14.13,0.66,,3.3,
2018-01-09 07:00:00,0.0,21.23,21.23,14.29,0.65,,5.91,
2018-01-09 08:00:00,0.0,22.07,22.07,14.51,0.62,,3.03,
2018-01-09 09:00:00,0.0,23.48,23.48,14.19,0.56,,6.53,
2018-01-09 10:00:00,0.0,24.86,24.86,14.02,0.51,,9.03,
2018-01-09 11:00:00,0.0,26.28,26.28,14.42,0.48,,8.75,
2018-01-09 12:00:00,0.0,27.5,27.5,12.81,0.4,1013.5,6.81,0.13
2018-01-09 13:00:00,0.0,28.56,28.56,13.0,0.38,,10.67,
2018-01-09 14:00:00,0.0,29.36,29.36,12.92,0.36,,8.29,
2018-01-09 15:00:00,0.0,29.88,29.88,12.98,0.36,,8.11,
2018-01-09 16:00:00,0.0,28.67,28.67,13.92,0.41,,3.35,
2018-01-09 17:00:00,0.0,27.91,27.91,14.11,0.43,,3.03,
2018-01-09 18:00:00,0.0,25.97,25.97,14.57,0.49,,0.0,
2018-01-09 19:00:00,0.0,24.17,24.17,14.44,0.55,,2.86,
2018-01-09 20:00:00,0.0,23.12,23.12,14.41,0.58,,1.37,
2018-01-09 21:00:00,0.0,21.53,21.53,14.48,0.64,,2.32,
2018-01-09 22:00:00,0.0,20.48,20.48,14.12,0.67,,1.64,
2018-01-09 23:00:00,0.0,19.97,19.97,13.67,0.67,,0.89,
2018-01-10 00:00:00,0.0,19.21,19.21,13.44,0.69,,1.79,
2018-01-10 01:00:00,0.0,17.99,17.99,13.57,0.75,,0.84,
2018-01-10 02:00:00,0.0,16.88,16.88,13.22,0.79,,0.0,
2018-01-10 03:00:00,0.0,16.33,16.33,13.19,0.82,,0.0,
2018-01-10 04:00:00,0.0,15.77,15.77,13.07,0.84,,0.0,
2018-01-10 05:00:00,0.0,17.64,17.64,12.95,0.74,,0.0,
2018-01-10 06:00:00,0.0,17.23,17.23,12.81,0.75,1013.2,1.54,
2018-01-10 07:00:00,0.0,17.23,17.23,12.81,0.75,,2.33,
2018-01-10 08:00:00,0.0,20.67,20.67,14.23,0.67,,2.33,
2018-01-10 09:00:00,0.0,22.9,22.9,14.38,0.59,1014.7,5.13,
2018-01-10 10:00:00,0.0,24.56,24.56,14.37,0.53,,7.15,
2018-01-10 11:00:00,0.0,25.67,25.67,14.83,0.51,,7.58,
2018-01-10 12:00:00,0.0,27.38,27.45,14.38,0.45,1013.89,3.38,
2018-01-10 13:00:00,0.0,29.35,29.35,15.07,0.42,,1.67,
2018-01-10 14:00:00,0.0,28.38,28.38,14.77,0.44,,1.34,
2018-01-10 15:00:00,0.0,28.92,29.23,16.49,0.47,,3.03,0.13
2018-01-10 16:00:00,0.0,28.38,29.23,17.93,0.53,,5.49,0.19
2018-01-10 17:00:00,0.0,26.32,26.58,17.93,0.6,,0.0,
2018-01-10 18:00:00,0.0,24.09,24.37,18.09,0.69,,0.61,
2018-01-10 19:00:00,0.0,22.58,22.83,17.76,0.74,,0.0,
2018-01-10 20:00:00,0.0,22.33,22.43,16.46,0.69,,0.0,
2018-01-10 21:00:00,0.0,22.44,22.49,16.02,0.67,,0.0,
2018-01-10 22:00:00,0.0,21.19,21.19,14.99,0.68,,0.0,
2018-01-10 23:00:00,0.0,20.48,20.48,15.42,0.73,,0.0,
2018-01-11 00:00:00,0.0,19.67,19.72,15.69,0.78,,0.9,
2018-01-11 01:00:00,0.0,19.47,19.53,15.76,0.79,,0.95,
2018-01-11 02:00:00,0.0,18.92,18.98,15.58,0.81,,0.6,
2018-01-11 03:00:00,0.0,18.92,18.98,15.58,0.81,,0.0,
2018-01-11 04:00:00,0.0,17.99,18.01,15.03,0.83,,0.0,
2018-01-11 05:00:00,0.0,17.8,17.82,15.01,0.84,,0.0,0.19
2018-01-11 06:00:00,0.0,17.5,17.52,14.93,0.85,,0.82,0.44
2018-01-11 07:00:00,0.0,17.77,17.81,15.12,0.84,,1.88,0.19
2018-01-11 08:00:00,0.0,21.34,21.48,16.62,0.74,,0.0,
2018-01-11 09:00:00,0.0,25.03,25.2,17.17,0.62,,0.0,
2018-01-11 10:00:00,0.0,25.98,26.31,18.76,0.65,,0.63,0.44
2018-01-11 11:00:00,0.0,27.64,28.62,18.23,0.57,,0.34,0.19
2018-01-11 12:00:00,0.0,27.83,29.07,19.0,0.59,,4.99,0.19
2018-01-11 13:00:00,0.0,28.67,29.79,18.64,0.55,,5.29,0.19
2018-01-11 14:00:00,0.0,28.74,29.86,18.61,0.54,,5.25,0.19
2018-01-11 15:00:00,0.0,27.63,28.85,18.97,0.59,,6.08,0.23
2018-01-11 16:00:00,0.0,26.57,27.66,18.64,0.62,,6.07,0.19
2018-01-11 17:00:00,0.0,25.7,26.07,19.07,0.67,,3.6,0.19
2018-01-11 18:00:00,0.0,23.92,24.23,18.41,0.71,1012.8,4.04,0.13
2018-01-11 19:00:00,0.0,22.44,22.69,17.71,0.75,,2.98,
2018-01-11 20:00:00,0.0,22.08,22.21,16.67,0.71,,0.0,
2018-01-11 21:00:00,0.0,21.33,21.36,15.79,0.71,,0.0,
2018-01-11 22:00:00,0.0,20.77,20.77,14.96,0.69,,1.37,
2018-01-11 23:00:00,0.0,20.22,20.22,15.16,0.73,,0.0,
2018-01-12 00:00:00,0.0,19.43,19.43,15.23,0.77,,1.34,
2018-01-12 01:00:00,0.0,19.11,19.12,15.21,0.78,,0.0,
2018-01-12 02:00:00,0.0,18.55,18.55,14.85,0.79,,0.0,
2018-01-12 03:00:00,0.0,18.36,18.36,14.85,0.8,,1.13,
2018-01-12 04:00:00,0.0,17.99,17.99,14.66,0.81,,0.0,
2018-01-12 05:00:00,0.0,17.64,17.64,14.49,0.82,,0.0,
2018-01-12 06:00:00,0.0,17.24,17.24,14.29,0.83,,0.0,
2018-01-12 07:00:00,0.0,17.5,17.5,14.75,0.84,,0.0,
2018-01-12 08:00:00,0.0,21.23,21.29,15.99,0.72,,0.0,
2018-01-12 09:00:00,0.0,23.18,23.37,17.28,0.69,,0.66,0.0
2018-01-12 10:00:00,0.0,24.86,25.11,17.92,0.65,,0.0,0.0
2018-01-12 11:00:00,0.0,27.16,28.0,17.7,0.56,,0.93,
2018-01-12 12:00:00,0.0,27.57,28.07,16.54,0.51,,6.92,
2018-01-12 13:00:00,0.0,29.72,29.72,14.92,0.41,,5.15,
2018-01-12 14:00:00,0.0,30.52,30.52,14.19,0.37,,2.86,
2018-01-12 15:00:00,0.0,30.43,30.43,12.97,0.34,,4.33,0.19
2018-01-12 16:00:00,0.0,29.87,29.87,13.83,0.38,,8.26,
2018-01-12 17:00:00,0.0,27.91,27.91,14.11,0.43,,3.35,
2018-01-12 18:00:00,0.0,25.7,25.7,14.98,0.52,1011.21,7.19,
2018-01-12 19:00:00,0.0,24.29,24.29,14.96,0.56,,13.97,
2018-01-12 20:00:00,0.0,23.44,23.44,15.46,0.61,,12.44,
2018-01-12 21:00:00,0.0,22.9,22.9,15.22,0.62,,13.08,
2018-01-12 22:00:00,0.0,22.81,22.81,14.57,0.6,,0.97,
2018-01-12 23:00:00,0.0,22.25,22.25,14.54,0.62,,4.81,
2018-01-13 00:00:00,0.0,23.0,23.0,14.78,0.6,,8.03,
2018-01-13 01:00:00,0.0,22.31,22.31,14.75,0.62,,6.89,
2018-01-13 02:00:00,0.0,22.25,22.25,14.99,0.64,,8.03,
2018-01-13 03:00:00,0.0,21.88,21.88,15.32,0.66,,9.37,
2018-01-13 04:00:00,0.0,21.23,21.25,15.69,0.71,,2.38,
2018-01-13 05:00:00,0.0,20.77,20.77,15.21,0.71,,2.35,
2018-01-13 06:00:00,0.0,20.12,20.12,14.84,0.72,1013.71,9.38,
2018-01-13 07:00:00,0.0,19.82,19.82,14.84,0.73,,5.05,
2018-01-13 08:00:00,0.0,21.76,21.76,13.99,0.61,,12.38,
2018-01-13 09:00:00,0.0,22.87,22.87,13.9,0.57,1016.29,11.64,
2018-01-13 10:00:00,0.0,23.71,23.71,13.71,0.54,,12.97,
2018-01-13 11:00:00,0.0,24.86,24.86,14.01,0.51,,10.67,
2018-01-13 12:00:00,0.0,25.67,25.67,14.42,0.5,1016.71,15.22,
2018-01-13 13:00:00,0.0,26.45,26.45,14.56,0.48,,20.63,
2018-01-13 14:00:00,0.0,26.45,26.45,14.56,0.48,,14.66,
2018-01-13 15:00:00,0.0,26.19,26.19,14.37,0.48,,17.06,
2018-01-13 16:00:00,0.0,25.13,25.13,14.02,0.5,,16.83,
2018-01-13 17:00:00,0.0,23.55,23.55,13.71,0.54,,15.72,
2018-01-13 18:00:00,0.0,22.24,22.24,12.99,0.56,1014.99,20.84,
2018-01-13 19:00:00,0.0,20.77,20.77,12.91,0.61,,19.79,
2018-01-13 20:00:00,0.0,20.22,20.22,12.84,0.63,,14.9,
2018-01-13 21:00:00,0.0,20.22,20.22,12.99,0.63,,13.87,
2018-01-13 22:00:00,0.0,20.22,20.22,11.99,0.59,,18.33,
2018-01-13 23:00:00,0.0,19.67,19.67,11.99,0.61,,16.56,
2018-01-14 00:00:00,0.0,19.67,19.67,11.99,0.61,,23.93,
2018-01-14 01:00:00,0.0,19.64,19.64,12.0,0.61,,15.84,
2018-01-14 02:00:00,0.0,19.28,19.28,11.31,0.6,,10.96,
2018-01-14 03:00:00,0.0,19.28,19.28,11.17,0.59,,10.69,
2018-01-14 04:00:00,0.0,18.93,18.93,11.02,0.6,,21.15,
2018-01-14 05:00:00,0.0,18.93,18.93,10.22,0.57,,12.59,
2018-01-14 06:00:00,0.0,17.99,17.99,9.0,0.56,1017.38,17.7,
2018-01-14 07:00:00,0.0,18.55,18.55,9.0,0.54,,16.38,
2018-01-14 08:00:00,0.0,19.67,19.67,9.99,0.54,,27.71,
2018-01-14 09:00:00,0.0,21.33,21.33,9.99,0.48,1018.91,25.7,0.25
2018-01-14 10:00:00,0.0,22.44,22.44,10.98,0.48,,31.21,
2018-01-14 11:00:00,0.0,22.44,22.44,10.98,0.48,,25.69,
2018-01-14 12:00:00,0.0,23.56,23.56,10.98,0.45,1017.38,24.74,
2018-01-14 13:00:00,0.0,24.66,24.66,10.98,0.42,,26.7,
2018-01-14 14:00:00,0.0,25.23,25.23,10.98,0.41,,22.85,
2018-01-14 15:00:00,0.0,25.22,25.22,10.98,0.41,,26.15,
2018-01-14 16:00:00,0.0,24.23,24.23,9.98,0.41,,16.56,
2018-01-14 17:00:00,0.0,22.33,22.33,10.41,0.47,,12.02,
2018-01-14 18:00:00,0.0,20.23,20.23,10.1,0.52,,8.84,
2018-01-14 19:00:00,0.0,19.27,19.27,9.77,0.54,,8.64,
2018-01-14 20:00:00,0.0,18.98,18.98,9.6,0.55,,10.01,
2018-01-14 21:00:00,0.0,19.11,19.11,9.0,0.52,,9.66,
2018-01-14 22:00:00,0.0,18.45,18.45,8.76,0.53,,6.68,
2018-01-14 23:00:00,0.0,18.16,18.16,8.73,0.54,,10.32,
2018-01-15 00:00:00,0.0,17.89,17.89,9.09,0.56,,10.36,
2018-01-15 01:00:00,0.0,17.99,17.99,9.34,0.57,,7.72,
2018-01-15 02:00:00,0.0,17.43,17.43,9.58,0.6,,1.69,
2018-01-15 03:00:00,0.0,17.99,17.99,9.58,0.58,,1.74,
2018-01-15 04:00:00,0.0,17.24,17.24,9.34,0.6,,3.23,
2018-01-15 05:00:00,0.0,17.24,17.24,9.1,0.59,,0.98,
2018-01-15 06:00:00,0.0,16.81,16.81,9.37,0.62,1017.1,7.1,
2018-01-15 07:00:00,0.0,17.07,17.07,9.39,0.61,,12.33,
2018-01-15 08:00:00,0.0,19.27,19.27,10.2,0.56,,9.4,
2018-01-15 09:00:00,0.0,21.2,21.2,11.22,0.53,1018.19,11.68,
2018-01-15 10:00:00,0.0,22.29,22.29,11.08,0.49,,13.94,
